text,label
"I have a lot of pain in my legs, especially when I stand or walk for a long time. The skin on my calves is also swollen and red.",1047
"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain",596
"I'm always tired, my mouth tastes bad, and my throat itches. My muscles are hot and hurt, and sometimes my whole body cramps up.",35
"continuous_sneezing,chills,watering_from_eyes",35
"burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine",1035
"headache,dizziness,loss_of_balance,lack_of_concentration",501
"Traveler's diarrhea may begin abruptly during your trip or shortly after you return home. Most people improve within 1 to 2 days without treatment and recover completely within a week. However, you can have multiple episodes of traveler's diarrhea during one trip. The most common signs and symptoms of traveler's diarrhea are:  Abrupt onset of passage of three or more looser watery stools a day An urgent need to defecate Abdominal cramps Nausea Vomiting Fever  Sometimes, people experience moderate to severe dehydration, persistent vomiting, a high fever, bloody stools, or severe pain in the abdomen or rectum. If you or your child experiences any of these signs or symptoms or if the diarrhea lasts longer than a few days, it's time to see a doctor.",1009
"I have been experiencing muscle pain and headache. The muscle pain is like a constant ache that is worse when I try to use the affected muscles. I also have small red spots developing on my face, neck and arms.",275
"vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes",207
"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellowing_of_eyes",467
"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain",596
"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain",464
"I've been having neck pain, and I've been feeling lightheaded and shaky. I also have a dry cough, and I'm not as strong as I used to be.",186
"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain",464
"In the months or years leading up to menopause (perimenopause), you might experience these signs and symptoms:  Irregular periods Vaginal dryness Hot flashes Chills Night sweats Sleep problems Mood changes Weight gain and slowed metabolism Thinning hair and dry skin Loss of breast fullness  Signs and symptoms, including changes in menstruation can vary among women. Most likely, you'll experience some irregularity in your periods before they end. Skipping periods during perimenopause is common and expected. Often, menstrual periods will skip a month and return, or skip several months and then start monthly cycles again for a few months. Periods also tend to happen on shorter cycles, so they are closer together. Despite irregular periods, pregnancy is possible. If you've skipped a period but aren't sure you've started the menopausal transition, consider a pregnancy test.",615
"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain",596
I have difficulty breathing and shortness of breath. I cough uncontrollably and my eyes get itchy and swell up. I also get swelling on my face and other body parts.,35
"stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain",412
"itching,skin_rash,stomach_pain,burning_micturition,spotting__urination",308
"skin_rash,pus_filled_pimples,blackheads,scurring",7
"itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain",207
"vomiting,headache,nausea,loss_of_balance,unsteadiness",0
"burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine",1035
"yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload",33
"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body",275
"itching,skin_rash,nodal_skin_eruptions,dischromic__patches",394
"sunken_eyes,dehydration,diarrhoea",402
"vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload",33
"fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf",1047
"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking",72
"itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body",193
"muscle_weakness,swelling_joints,movement_stiffness,painful_walking",72
"itching,skin_rash,stomach_pain,burning_micturition,spotting__urination",308
"burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine",1035
"fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation",511
"fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria",285
"continuous_sneezing,shivering,watering_from_eyes",35
I have a lot of heartburn and acid reflux. I also have a sore throat and bad breath. I throw up a lot.,403
"itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body",193
"itching,skin_rash,fatigue,lethargy,high_fever,headache,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body",193
"fatigue,weight_gain,cold_hands_and_feets,mood_swings,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation",511
"I'm dizzy, nauseated, and shaky. My throat is swollen, so I'm having trouble breathing. Sometimes, throughout the night, my chest hurts and I feel sick.",35
Serotonin syndrome symptoms usually occur within several hours of taking a new drug or increasing the dose of a drug you're already taking. Signs and symptoms include:  Agitation or restlessness Insomnia Confusion Rapid heart rate and high blood pressure Dilated pupils Loss of muscle coordination or twitching muscles High blood pressure Muscle rigidity Heavy sweating Diarrhea Headache Shivering Goose bumps  Severe serotonin syndrome can be life-threatening. Signs include:  High fever Tremor Seizures Irregular heartbeat Unconsciousness ,897
"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,visual_disturbances",630
"fatigue,yellowish_skin,nausea,yellowing_of_eyes,family_history",466
"burning_micturition,foul_smell_of_urine,continuous_feel_of_urine",1035
"Leukoplakia usually occurs on your gums, the insides of your cheeks, the bottom of your mouth — beneath the tongue — and, sometimes, your tongue. It isn't usually painful and may go unnoticed for a while. Leukoplakia may appear:  White or grayish in patches that can't be wiped away Irregular or flat-textured Thickened or hardened in areas Along with raised, red lesions (speckled leukoplakia or erythroplakia), which are more likely to show precancerous changes  Hairy leukoplakia Hairy leukoplakia causes fuzzy, white patches that resemble folds or ridges, usually on the sides of your tongue. It's often mistaken for oral thrush, an infection marked by creamy white patches that can be wiped away, which is also common in people with a weakened immune system. When to see a doctor Even though leukoplakia doesn't usually cause discomfort, sometimes it can indicate a more serious condition. See your dentist or primary care professional if you have any of the following:  White plaques or sores in your mouth that don't heal on their own within two weeks      Lumps or white, red or dark patches in your mouth      Persistent changes in the tissues of your mouth      Ear pain when swallowing      Progressive reduction in the ability to open your jaw      ",572
"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain",596
"itching,skin_rash,stomach_pain,burning_micturition,spotting__urination",308
"skin_rash,blackheads,scurring",7
"continuous_sneezing,shivering,chills",35
"skin_rash,joint_pain,skin_peeling,small_dents_in_nails,inflammatory_nails",822
"continuous_sneezing,chills,fatigue,cough,high_fever,headache,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain",234
"I'm always tired, my mouth tastes bad, and my throat itches. My muscles are hot and painful, and my whole body can cramp up sometimes.",35
"joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking",700
"itching,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes",207
"The main symptom of hyperhidrosis is heavy sweating. This goes beyond the sweating from being in a hot environment, exercising, or feeling anxious or stressed. The type of hyperhidrosis that usually affects the hands, feet, underarms or face causes at least one episode a week when you're awake. And the sweating usually happens on both sides of the body.",497
"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding",468
